id	coef	HR
AC010326.3	0.391876102114274	1.4797543616074
AL160006.1	-0.397102705693263	0.672264976646373
AL122010.1	-0.435734465635548	0.64678944796038
AC139530.1	-0.913315732771283	0.40119177152176
AC092747.4	-0.189424247435047	0.827435394876912
AL139287.1	0.227390199274377	1.255319597184
MIR503HG	-0.273259257844412	0.760895493929491
AC009318.2	-0.745042717923694	0.474714020709459
LINC01711	-1.34861479534385	0.25959961029094
LINC02560	-0.0651851407346282	0.93689399007782
