ID	TCGA-CV-7104-01A-11R-2016-07	TCGA-F7-A61W-01A-11R-A28V-07	TCGA-F7-A620-01A-11R-A28V-07	TCGA-C9-A47Z-01A-11R-A24H-07	TCGA-CV-7446-01A-11R-2232-07	TCGA-HD-7831-01A-11R-2132-07	TCGA-CV-5979-01A-11R-1686-07	TCGA-CV-6952-01A-11R-1915-07	TCGA-CV-7180-01A-11R-2016-07	TCGA-CV-A465-01A-11R-A266-07	TCGA-CV-6950-01A-11R-1915-07	TCGA-CN-6998-01A-23R-2016-07	TCGA-CR-6493-01A-11R-1873-07	TCGA-DQ-7591-01A-11R-2081-07	TCGA-WA-A7H4-01A-21R-A34R-07	TCGA-CQ-A4CE-01A-11R-A266-07	TCGA-CV-6961-01A-21R-1915-07	TCGA-CV-7438-01A-21R-2132-07	TCGA-BB-4225-01A-01R-1436-07	TCGA-C9-A480-01A-12R-A24H-07	TCGA-CN-A6UY-01A-12R-A34R-07	TCGA-CN-6017-01A-11R-1686-07	TCGA-BB-4228-01A-01R-1436-07	TCGA-CV-6959-01A-11R-1915-07	TCGA-F7-A50G-01A-11R-A266-07	TCGA-CV-6441-01A-11R-1686-07	TCGA-CR-6472-01A-11R-1873-07	TCGA-CN-4742-01A-02R-1514-07	TCGA-BA-4074-01A-01R-1436-07	TCGA-DQ-5631-01A-01R-1873-07	TCGA-BB-A6UO-01A-12R-A34R-07	TCGA-CV-6943-01A-11R-1915-07	TCGA-CV-6941-01A-11R-1915-07	TCGA-CR-5250-01A-01R-1514-07	TCGA-F7-A50J-01A-21R-A28V-07	TCGA-QK-A652-01A-11R-A30B-07	TCGA-CV-A6JO-01B-11R-A34R-07	TCGA-CV-A45P-01A-11R-A24H-07	TCGA-CV-5977-01A-11R-1686-07	TCGA-MT-A67A-01A-11R-A30B-07	TCGA-D6-A4Z9-01A-11R-A24Z-07	TCGA-D6-6825-01A-21R-1915-07	TCGA-CV-7406-01A-11R-2081-07	TCGA-CV-6939-01A-11R-1915-07	TCGA-P3-A5QE-01A-11R-A28V-07	TCGA-P3-A5QA-01A-11R-A28V-07	TCGA-CQ-6218-01A-11R-1915-07	TCGA-CR-6488-01A-12R-2081-07	TCGA-CN-5370-01A-01R-2016-07	TCGA-IQ-A61J-01A-11R-A30B-07	TCGA-CQ-5325-01A-01R-1686-07	TCGA-CQ-6229-01A-11R-1915-07	TCGA-UP-A6WW-01A-12R-A34R-07	TCGA-CN-A642-01A-12R-A30B-07	TCGA-CR-7394-01A-11R-2016-07	TCGA-CV-6003-01A-11R-1686-07	TCGA-CN-4736-01A-01R-1436-07	TCGA-CQ-7065-01A-11R-2081-07	TCGA-BA-A6DB-01A-11R-A30B-07	TCGA-CR-7397-01A-11R-2016-07	TCGA-CQ-5330-01A-01R-1686-07	TCGA-IQ-A6SH-01A-12R-A34R-07	TCGA-BA-A6DE-01A-22R-A31N-07	TCGA-CV-6433-01A-11R-1686-07	TCGA-CQ-A4CA-01A-11R-A24Z-07	TCGA-HD-8314-01A-11R-2403-07	TCGA-CV-6945-01A-11R-1915-07	TCGA-BA-4075-01A-01R-1436-07	TCGA-KU-A6H8-01A-21R-A34R-07	TCGA-UF-A7JS-01A-11R-A34R-07	TCGA-CQ-6219-01A-11R-1915-07	TCGA-MZ-A7D7-01A-21R-A34R-07	TCGA-QK-AA3K-01A-11R-A39I-07	TCGA-BB-4224-01A-01R-1436-07	TCGA-IQ-A6SG-01A-12R-A34R-07	TCGA-CN-4737-01A-01R-1436-07	TCGA-DQ-5624-01A-01R-1873-07	TCGA-CQ-6224-01A-11R-1915-07	TCGA-CR-7392-01A-11R-2016-07	TCGA-DQ-5625-01A-01R-1873-07	TCGA-CV-5973-01A-11R-1686-07	TCGA-CV-6933-01A-11R-1915-07	TCGA-CV-7236-01A-11R-2016-07	TCGA-IQ-A61H-01A-11R-A30B-07	TCGA-CV-6951-01A-11R-1915-07	TCGA-CN-4733-01A-02R-1873-07	TCGA-BA-7269-01A-11R-2016-07	TCGA-CN-6996-01A-11R-1915-07	TCGA-CV-7238-01A-11R-2016-07	TCGA-MT-A51X-01A-11R-A266-07	TCGA-CV-6954-01A-11R-1915-07	TCGA-CQ-A4CH-01A-11R-A266-07	TCGA-T2-A6WZ-01A-21R-A34R-07	TCGA-CV-6956-01A-21R-2016-07	TCGA-CQ-5333-01A-01R-2403-07	TCGA-CQ-7072-01A-21R-A30B-07	TCGA-IQ-A61E-01A-22R-A30B-07	TCGA-HD-8635-01A-11R-2403-07	TCGA-CV-A6JT-01A-11R-A31N-07	TCGA-CN-5367-01A-01R-1436-07	TCGA-CV-5971-01A-11R-1686-07	TCGA-BA-6871-01A-11R-1873-07	TCGA-CV-A45T-01A-11R-A24H-07	TCGA-F7-A61S-01A-11R-A28V-07	TCGA-CR-6477-01A-11R-1873-07	TCGA-CV-6436-01A-11R-1686-07	TCGA-CR-7372-01A-11R-2016-07	TCGA-D6-A4ZB-01A-11R-A24Z-07	TCGA-HD-8224-01A-11R-2403-07	TCGA-CR-7390-01A-11R-2016-07	TCGA-CV-5439-01A-01R-1686-07	TCGA-CQ-5327-01A-01R-1686-07	TCGA-CR-7393-01A-11R-2016-07	TCGA-CN-4725-01A-01R-1436-07	TCGA-CV-A45R-01A-11R-A24H-07	TCGA-H7-A6C4-01A-11R-A30B-07	TCGA-D6-6515-01A-21R-1873-07	TCGA-CV-5976-01A-11R-1686-07	TCGA-CV-7255-01A-11R-2016-07	TCGA-CX-7085-01A-21R-2016-07	TCGA-CN-6016-01A-11R-1686-07	TCGA-CN-6024-01A-11R-1686-07	TCGA-CR-7401-01A-11R-2016-07	TCGA-DQ-7592-01A-11R-2081-07	TCGA-4P-AA8J-01A-11R-A39I-07	TCGA-CV-5970-01A-11R-1686-07	TCGA-CV-7103-01A-21R-2016-07	TCGA-D6-8569-01A-11R-2403-07	TCGA-CQ-6222-01A-11R-1915-07	TCGA-CV-A6K0-01B-21R-A31N-07	TCGA-CN-A498-01A-11R-A24H-07	TCGA-HD-8634-01A-11R-2403-07	TCGA-HD-A6HZ-01A-12R-A31N-07	TCGA-CR-7382-01A-11R-2132-07	TCGA-BA-6873-01A-11R-1873-07	TCGA-BA-A6DG-01A-21R-A30B-07	TCGA-CN-6019-01A-11R-1686-07	TCGA-F7-A61V-01A-11R-A28V-07	TCGA-BA-4077-01B-01R-1436-07	TCGA-CN-A6V6-01A-12R-A34R-07	TCGA-CR-7391-01A-11R-2016-07	TCGA-CQ-5329-01A-01R-1686-07	TCGA-CQ-6221-01A-11R-2081-07	TCGA-DQ-5630-01A-01R-1873-07	TCGA-CV-6934-01A-11R-1915-07	TCGA-D6-6823-01A-11R-1915-07	TCGA-CV-A6JU-01A-11R-A31N-07
BX284668.5	0.558933616	3.244290921	0.7443624	0.3530193	3.432791	1.019895015	2.687292	0.525059549	2.142632867	0.6771422	1.012621	0.3588537	0.22591	4.738639	5.018856	0.3476086	3.864048	0.984152	4.00832	0.8913544	0.2776614	1.146243	1.239147	0.3470684	0.7712847	10.51177	2.271558	0.980420092	7.014433	2.163809	1.326563	1.075024	1.034903	2.305529731	1.327345119	3.031987309	0.4576194	0.1095924	0.1873485	0.543802	1.976202836	0.3870125	2.736001	2.80997	4.977121	3.81378	0.324080083	1.72682615	1.122116	1.979459	0.776159755	0.770439494	14.041325387	3.348966	0.653381758	0.7821105	1.235921	0.8941053	4.946267271	1.742809	1.659913857	0.8086593	0.826311	1.15297	2.991839	1.73931	0.203160465	1.887098	7.816555	12.88453	0.9694189	3.447218	4.365381066	2.94693	1.805861	0.5554286	0.7910258	0.6257028	2.348005	0.859684083	4.027108	0.997484056	1.232901	0.875397416	0.914634	1.363405	3.445752	0.59960749	1.601155456	0.841847	0.2643135	0.6628874	4.82671	0.420837	2.486212	2.709869	1.664440501	2.257688	0.767952917	0.419263103	3.253978	1.761418	1.253286346	1.005486	2.003563	0.8059435	0.5459239	0.60062057	0.820666	1.058761	0.310340436	1.203495	2.668068	0.765283	0.3831989	0.8236161	1.595858	0.4322228	1.22435	1.398324	1.803099	0.3640196	0.8394085	1.22894	2.280887	1.102417	4.078592	1.207645903	2.138059	2.607946004	2.402381	0.263485651	2.551379812	1.38689	0.625102271	2.39133	2.622295406	0.6303477	2.876703434	1.455364542	0.978016607	1.261509358	2.340238349	3.940657838	2.008115	1.255161	5.782975
DCST1-AS1	0.323834714	1.041551988	1.331636	0.9938749	1.394678	0.302544039	1.284321	0.400839793	1.680661491	0.9911302	0.9114978	0.2956978	1.595583	1.61202	0.8072858	0.9547726	0.7122107	0.4778799	3.390869	1.344102	4.518698	0.3541919	2.669356	0.3830178	1.167811	1.594337	5.002753	0.538581678	1.104988	0.9424388	0.8198223	0.3675239	4.057303	2.659680041	0.905164957	1.108151184	1.555461	0.9482009	0.6252242	4.36894	1.05367315	0.199313	2.917201	1.070215	4.274575	0.6582429	0.273113275	1.256526587	0.2773893	2.260023	0.479670505	0.755249186	10.591785523	1.684621	0.434854114	1.372709	0.5940707	1.105123	2.445453794	0.6609259	0.38102437	1.274376	1.610556	4.936893	0.5795283	7.872076	0.753324935	2.129648	1.112824	0.9830496	0.5991056	2.35465	0.619771008	16.65455	1.70149	1.647636	0.4124738	0.2629474	0.7755764	0.853857235	1.13126	2.419566252	0.3084038	1.9746495	1.304419	0.5266192	0.5962576	0.635246308	1.12533859	1.182422	1.192433	2.116616	2.535491	3.901189	1.348349	1.975302	1.076475693	0.4246449	0.924218403	1.758223614	0.7157705	1.184615	1.220482641	0.58869	1.088126	1.106838	0.6747673	1.361016928	2.265384	1.308639	2.024470051	2.34399	0.8099756	1.891794	1.89455	0.6998733	0.4428051	0.9081936	1.216051	0.3672727	0.6685945	1.574761	0.5187585	0.167088	1.049701	0.3619401	1.627881	0.474937938	0.3252507	1.664566709	1.07354	1.221265611	3.895537403	0.4628366	1.191141757	0.5374012	0.810295661	1.012851	1.932409479	2.762511562	0.926775835	2.608724854	0.173553442	0.826278012	0.5280956	1.120449	1.216121
LINC02562	0.103075367	3.688182978	1.38716	1.465997	10.56656	1.946034724	2.431622	0.318964482	0.790264397	1.331997	0.855223	0.4235377	1.904505	7.953046	1.96098	0.4558508	1.522406	2.471745	2.875981	0.2805394	4.323956	0.04697414	5.188411	2.145671	1.175817	5.169391	5.97134	0.589285519	14.59611	2.655182	3.63461	0.9223539	2.624199	4.818624095	1.170449266	2.164420257	1.06896	1.670727	0.4790898	1.039991	1.352954158	1.06263	8.353849	5.077545	8.980555	3.244122	0.825843781	0.684841898	0.3678832	0.7589543	0.381693277	1.502456028	6.397394477	1.072417	0.395464065	1.507709	0.1519477	0.7380604	3.803441424	1.869958	1.609273974	1.749773	4.313628	7.269724	2.217932	1.836472	1.669899791	4.761151	2.656558	0.6649146	3.750296	18.3354	1.914686905	3.298873	2.940825	0.9833184	0.6564442	2.830866	0.517616	0.996524959	1.320278	0.944278469	1.328098	3.573112938	1.037979	0.3980997	9.235149	0.421242712	0.679327805	0.5833585	1.273822	1.358288	2.215396	1.091221	1.023032	1.657253	1.275375333	1.520582	1.351615914	1.870362215	0.3932729	8.458336	0.578977189	2.55042	0.6867211	1.350492	0.1677937	4.824345669	1.049308	1.255731	0.49176458	0.2690203	2.071705	0.8619501	1.055299	0.3375258	0.94496	2.763213	0.3978162	0.257871	0.9221814	2.040765	1.502582	0.314266	1.312599	1.406168	2.646457	1.511709524	0.5338063	3.195771645	7.797388	0.734256885	2.091159962	1.009409	0.896605226	0.7661739	1.309719783	4.463814	0.676586506	2.095998664	2.565123906	2.481497594	2.194311386	0.882438142	1.050568	0.8458643	3.140142
AC091271.1	0.213808944	0.497336592	0.3596729	0.5658841	2.626292	0.392369937	0.3289505	0.51309859	0.432327882	1.760607	0.8180228	0.09412962	0.2257434	1.045316	0.3005657	0.6247516	0.6915157	0.7683016	1.105989	0.4987903	0.7687861	1.16926	0.6191164	0.4877049	0.1685941	3.248839	0.9027941	0.535771737	1.719674	0.4864978	0.3935328	0.3799807	1.456278	0.403170087	0.540265465	1.211493088	0.1500456	0.255527	0.2784753	0.7924596	0.694548828	0.2537896	2.957433	0.3999622	0.6719642	0.7660558	0.270480858	0.596637562	0.1417184	0.4840229	0.452425881	0.580721798	0.580324958	0.7490703	0.197753303	2.174617	0.510299	0.6700844	1.33675369	0.5714374	0.663475772	0.4595857	1.055945	2.070215	0.8784834	2.236432	0.444085698	0.7891269	1.985924	0.1390821	1.412693	1.427727	2.088974044	1.762979	1.138924	0.6475221	0.2701707	0.5252027	0.2831709	0.590596835	0.6579871	1.362741772	0.1668322	1.530815447	1.091918	0.4097841	1.069547	0.361995637	0.76861514	0.3847653	3.570552	0.1931995	0.351688	0.4850391	0.865096	1.154317	0.45690001	0.4076779	0.406411898	0.379676914	1.32612	0.6115118	0.547908317	0.3238977	0.5706702	0.1826949	0.5220809	1.575466004	1.195922	1.021029	0.211048114	0.06377464	0.716222	0.6151667	0.8711343	0.5250966	0.2278115	0.8566095	0.2771871	0.3209407	0.5360263	0.7797914	0.3522915	0.1611794	1.48512	0.3765247	3.219428	0.599949263	0.8771902	0.803701539	0.8078971	0.326371498	1.181017364	0.3031584	0.387147391	0.6811167	0.555291363	0.9920653	0.747287025	0.636252313	0.327801091	0.78483152	0.354674333	0.476837039	0.4949873	0.3861418	0.8602853
AC036176.1	0.949475131	0.736184867	0.6338184	0.5076683	0.3908151	0.686408833	0.5796792	0.559643839	0.426636941	0.5073913	1.111162	0.1548176	0.4176971	3.769867	1.067793	0.3749155	0.4825635	0.2956934	2.721489	0.2538032	8.684731	1.452638	4.146936	0.9304844	0.6488617	2.217672	2.08473	0.246735587	0.4094249	0.3200625	0.367913	1.006522	0.8162217	2.262845614	0.207337546	0.37976155	0.7897093	0.4728063	0.4122144	0.5474197	0.250758347	0.2504489	1.147944	1.860716	4.381321	0.333517	0.28598613	0.793055642	0.4356955	0.7164773	0.920845161	0.223500216	4.123338201	0.8820118	0.357775332	0.4453945	0.9997578	0.2273094	1.280358611	0.4101202	0.552438665	0.5494763	0.390767	10.47241	1.387071	2.78081	1.108121102	0.4247668	2.383519	1.544077	0.4182291	0.6751139	0.610807666	2.810401	0.8429488	0.814723	0.8478335	0.6802545	0.6811432	0.814626937	0.8160445	1.065084249	0.3419365	0.424874415	1.206546	0.7720171	2.006876	0.646710414	0.650140704	0.3962092	0.3078831	0.4528089	1.509705	0.2228218	0.525359	0.472136	0.275541209	1.079889	0.340030913	0.484498763	1.195643	1.139873	0.663581375	0.4452046	0.9822527	0.5215532	0.5078484	1.392776617	1.239188	1.430776	0.557866035	0.6372184	0.8178616	0.415363	0.9671256	0.244287	0.8430476	0.3915883	0.2263766	0.6786771	0.8401294	0.9893913	0.456296	0.6362307	1.004963	0.691117	2.10785	0.426277326	1.106888	0.88534552	0.5261932	0.39785774	0.776980709	0.8616032	0.640497572	0.7034137	0.7159117	0.4895031	0.296778709	1.6145409	1.033749019	0.847763956	1.373098828	0.751378389	0.3870907	0.7220062	0.5457606
AL031673.1	0.152327402	0.137793305	0.2989556	0.1282788	0.5890476	0.177890701	0.1171798	0.03366956	0.314427306	0.3496605	0.07199262	0.05215957	0.3166341	2.701343	0.2997917	0.2526255	0.2956007	0.3065293	0.787958	0.3498088	1.36209	0.4685822	0.2701659	0.1621497	0.3363199	3.441953	0.3601877	0.059376896	0.2099076	0.471766	0.1032946	0.04986871	0.2820442	0.963440965	0.34927033	0.568646288	0.2494321	0.3982327	0.3267743	0.8562872	0.211207406	0.07031558	0.3277575	1.638472	0.9973717	0.1872753	0.192703101	0.303623039	0.2174668	0.1828699	0.211528517	0.463381102	1.382761892	0.3396097	0.109580037	0.784393	0.5239551	0.2436725	0.29411281	0.2158962	0.258502832	0.6170799	0.3464559	2.783105	0.2920737	1.561471	1.0757166	0.5813768	0.3569027	2.861181	0.8454331	0.4450158	1.286169575	5.875553	0.4195422	1.009148	0.1886325	0.2728386	0.1323945	0.267761811	0	0.869908842	0.1600025	1.049725485	0.8820224	0.6502505	0.3756313	0.466892405	0.273798526	0.54229	1.411865	0.160585	0.1753912	0.8758269	0.2765604	0.4923511	0.253179691	0.3210222	0.352491603	0.130585933	0.3607378	0.818897	0.828026354	1.038419	0.2647445	0.2928607	0.1115864	2.237075327	1.013916	0.2715732	0.187950574	0.3180521	0.4592428	0.4574958	0.5430569	0.2992825	0.1775194	0.09423569	0.4290103	0.1905442	0.3931221	0.5952423	0.1464101	0.6162632	0.6348409	0.3379996	0.1543816	0.59840433	0.1792892	0.279639042	0.4431992	0.095744428	0.81803897	0.09071332	0.28393415	0.1579913	0.178664977	0.3206747	0.045448944	0.339971729	0.177694004	0.52892601	0.238108371	0.153422301	0.2328833	0.2787251	1.488489
MIR3945HG	0.467951015	0.043415605	1.029409	0.3031336	0.163761	0.10509263	1.199924	5.999123292	0.743017873	0.1836171	0.1701245	0.4683781	0.4655671	0.2687789	0.8501193	1.950118	0.3492645	0.09054427	0.03385473	0.7347798	0.309952	1.008872	0.0364814	1.034568	1.072915	0.0198381	0	0.238531325	0.7936467	0.06370413	2.148025	0.8956137	0.1332988	0.039594628	0.471631336	0.638285274	1.100267	0.9598782	1.389951	0.8093912	0.099820133	1.794545	0.1239229	0.1178388	0.03770996	0.1947207	2.398300184	0.932732439	1.053479	0.6568479	2.765889105	0.191626414	0.091188317	0.06018945	1.165260336	0.1934177	0.5660111	0.1316156	0.648678828	0.9795468	0.268780024	0.8957583	0.8350782	0.08486075	1.656467	0.7379771	0.373824675	0.2113603	0.02108477	8.52322	0.2164314	0.0233691	0.729438161	1.038834	0.3508077	0.1716984	0.4966976	0.02578962	0.6882904	3.606637539	1.089804	0.295502122	0.6049586	0.045101611	0.07249713	0.4390274	0.1952826	0.441322232	1.310192592	0.3548704	0.2178844	0.9486894	0.3315712	0.03942194	1.463919	0	0.857541354	0.5310215	0.749670275	0.401161045	0.3267738	0.1734937	3.482917345	0.3544479	0.4066486	3.690956	0.6680094	0.361022101	0.0563757	0.4813126	0.621799972	0.3570022	0.3376268	0.3942837	0.5725442	0.5304222	0.369154	0.07422892	0.1013787	1.801087	0.185796	0.1312833	0.5362679	0.1392965	0.1750212	0.6389769	0	0.452505343	0.7287216	0.550675261	0.1142527	1.515888714	0.644364706	0.1571996	0.241545604	1.269379	0.08444004	0.08660355	0.837717148	0.133896912	0.772626507	0.24997923	0.739508989	1.685855901	0.4182453	0.2155584	0.06207216
TNFRSF10A-AS1	1.142216382	2.083267485	1.843347	1.532768	4.182461	0.845888437	3.114615	2.093644042	2.398786295	1.875834	1.773105	3.758519	2.676671	7.627358	2.741423	4.805039	4.234855	2.158337	2.096124	1.27952	3.284571	0.9522035	2.061113	2.154953	1.660744	3.715549	1.02105	0.673279941	2.522752	2.021431	1.511312	1.185654	2.501759	4.198211596	1.606063882	1.143987784	2.919569	5.506115	3.794968	1.204655	1.699606219	1.594629	3.764426	5.836811	4.406974	1.068616	1.503709386	0.533080074	0.7755578	0.9364546	1.186375009	1.377140264	2.352477242	3.478201	2.925976225	2.070763	1.368934	0.4583819	1.864715231	1.674161	1.85326646	0.03224481	3.320212	3.973468	1.032727	1.101504	2.059944144	3.664198	1.729745	1.078268	1.36581	3.79812	1.317263785	1.113225	2.620606	1.299314	1.064532	0.8981831	1.000822	1.664999268	0.3568412	2.406332415	3.441284	1.675485918	2.72126	0.7135401	0.7144661	1.685014933	1.051566867	1.190144	1.011777	2.79007	0.5132326	2.440818	2.265971	0.6926567	1.94475389	1.83962	0.386800048	1.552373589	1.385471	4.916485	2.998443315	1.941352	0.919956	0.7379498	0.6530519	1.117638277	1.963414	1.937038	4.06988232	3.315581	1.679805	1.259983	1.894699	1.559957	2.207706	1.976237	1.691272	2.007265	0.7477342	2.554652	1.017516	2.469764	1.277156	3.901292	0.9712712	4.990523016	1.180438	3.307232861	1.827445	3.327006159	6.064190094	7.38827	1.62016303	1.44474	1.372382623	2.044293	2.22764039	3.48190826	1.507916343	0.928651255	0.870945847	1.487136573	3.236969	1.445854	2.305927
TTLL11-IT1	0.607282437	1.139370749	2.005324	0.5492903	0	0.433397212	1.17655	2.505629734	0.358149951	1.084214	1.339391	0.6700422	0.9818066	0.02099303	0.2323956	0.1119044	0.2400585	0.3394549	0.3173077	0.499294	0.1117332	0.553509	0.05128897	0.8260077	1.731871	0.03718701	0	0.144660632	0.3586445	0.05970749	0.6863395	0.5632984	0.06246798	0.037110555	0.287327493	0.629727116	0.6997692	0.352807	1.791279	0.08753214	0.785884286	1.090159	0.02903707	0.1735577	0.05301619	0.3152348	0.910516044	0.201741924	0.4455279	0.6318398	2.373730656	1.000652108	0.014244563	0.2444577	0.703832997	1.676869	0.5139228	0.2621365	0.26056382	0.1147615	1.900831284	0.2733453	0.3990171	0.0198842	0.7331458	0.02470279	0.280297437	1.48575	0.07904784	0.9601554	0.4837265	0.3504476	0.37032392	0.2808636	0.1286604	0.3218529	0.5849042	0.4955186	0.46917	1.082310039	0.6285734	0.072251222	0.4110786	0.042272043	0.01698721	1.831103	0.08319592	1.668326688	0.667058577	0.3510848	2.220836	0.3023181	2.486153	1.625743	0.2205122	0.5200719	1.2897243	0.3555046	0.312283435	1.142440715	0.2130593	0.07505035	0.513502275	3.8332	1.260682	0.8936768	0.1647632	0.507558638	0	0.07518603	0.532836304	0.4402694	0.1582224	0.7510155	0.12953	0.4308588	0.6605342	0.2365447	0.4117466	0.1350473	0.05224189	0	0.6485468	0.6053112	0.1640408	0.4824384	0	0.318087168	0.2064894	0.371611579	1.053	0.55134957	0.169102859	0.3214632	1.886596684	0.8398171	0	0.08117025	0.241587923	0.025099307	0.094454836	2.296101999	0.090406166	0.509706218	0.4332693	0.9428289	0.2327116
PITPNA-AS1	0.72032312	5.884096143	4.406324	3.749908	5.511373	4.932528421	5.776257	3.097475239	3.321293808	4.476056	3.961454	1.390216	6.83613	4.074662	3.801879	3.837235	2.647408	4.974455	6.466754	2.740241	10.36637	3.402072	12.17826	3.578262	1.265078	10.86286	3.871021	1.174172648	16.78409	7.223798	4.618145	1.800794	7.487052	3.601504009	4.161232859	5.011326562	1.608423	3.492398	2.072033	5.493315	7.554210854	1.783447	3.804284	3.215563	3.224271	6.215189	1.573979015	2.636590766	2.570883	4.339482	1.818676916	7.569697921	15.040576271	7.847209	1.366111277	7.653023	1.898474	2.843274	5.310309887	2.932842	4.75626134	5.608694	2.561728	6.908401	3.34825	9.30174	6.446944472	17.64874	4.986431	3.876335	7.904877	20.06604	11.500539169	15.046	8.990088	5.55292	1.899848	2.979177	2.238656	1.784173028	4.30825	7.993491233	1.98096	8.697121781	5.539208	3.793699	14.17793	2.435306189	2.206932308	4.590763	10.18182	6.247557	5.730308	4.482245	3.661822	6.512507	2.720980996	1.840053	1.704739141	1.543781115	2.868931	5.511169	6.300486141	5.009657	3.898021	3.385249	2.942147	7.083702749	3.128019	2.801914	2.29466151	2.631998	2.412954	2.151829	3.268361	1.222254	1.434697	8.399263	3.606571	1.376137	2.027988	8.904913	1.604974	2.94873	7.368605	1.420735	10.96383	2.521026654	2.713023	3.646486234	4.537997	2.84000586	5.392215058	2.183814	5.468299329	6.282488	4.953997422	7.838021	3.087006316	3.215304584	2.536106533	8.322094518	3.977426495	4.781708888	4.004562	2.744989	2.37134
AC005034.3	2.661413445	2.278834667	3.497357	2.611934	3.706285	3.179223512	3.000661	2.451845467	3.822134003	2.311011	3.21339	3.568736	3.369013	4.298104	3.37862	2.560671	1.990948	5.764399	2.397989	3.016992	2.691319	2.23595	2.934069	3.006034	3.364161	5.631863	3.807073	3.413168897	1.55976	3.901049	3.099725	2.401034	4.372937	5.352119449	2.116185775	2.019272084	3.969877	3.547941	3.007184	2.477355	3.808455186	3.423004	4.336379	6.935807	3.55432	3.43686	3.435380423	3.280067324	3.415207	2.858465	2.651916185	3.468627698	2.539005661	3.816041	3.346801404	2.337933	2.545653	3.807021	2.771989384	2.660602	3.475272424	1.916435	4.269559	5.184642	2.064578	4.462622	2.253321843	1.419562	3.284444	0.7631999	2.894088	2.215824	1.732537414	5.694012	1.911077	2.648762	3.148369	2.809223	4.755795	1.758805795	1.63233	4.155003562	4.293561	4.072827817	3.9485	2.353961	4.478807	3.686392143	2.875707331	3.12671	4.357859	4.39058	2.502964	6.352258	2.360657	3.49543	3.084048432	3.353858	2.139061093	3.134959371	3.616429	4.53441	2.694616732	4.678069	2.612893	3.654212	3.978573	5.26863768	3.850006	3.585793	3.128392657	4.443399	3.525272	3.546158	3.565702	1.626567	3.361996	4.021874	2.352285	1.941565	2.63205	3.397822	3.036439	4.266834	2.27197	2.634647	2.503757	4.293782275	2.544244	3.617700056	4.761053	2.017593239	5.949754608	4.565194	2.469040664	2.707693	2.359052672	3.80032	2.000325874	4.534253745	2.758600249	1.904678609	4.282640643	1.94390534	3.186756	4.197281	2.300519
SNHG17	1.839901043	6.156303773	4.611763	3.508229	7.436955	1.217909605	2.28285	2.556280475	3.360300992	5.471184	2.623402	2.563607	10.69605	7.797692	5.022765	4.527825	5.676508	4.346531	7.212829	4.776876	11.42299	1.912687	16.0347	2.761813	3.285385	6.724168	3.323067	2.260634192	5.097485	3.626286	4.070685	1.254652	6.609309	2.727971515	4.89357508	5.641939754	5.322131	2.952554	7.311907	8.50591	6.056778525	1.956944	2.284092	3.449745	7.536776	7.259319	1.6804361	1.659598019	4.018721	2.536571	1.240199206	4.097798303	8.677572576	7.178514	1.183286395	36.07131	3.17057	3.06529	4.420123478	1.696822	5.962683394	17.06592	4.917506	2.203754	1.696181	4.432622	12.116134583	14.18881	4.484709	14.8255	9.870472	13.46406	5.326327478	4.136276	5.794999	5.077851	5.819784	1.946931	1.52299	1.844380583	1.693233	3.719309696	2.002072	5.556117703	7.961911	1.42708	4.608187	2.439410573	3.699534159	2.86059	11.99973	11.8479	14.36075	3.92786	5.018388	7.095816	4.852489779	2.942371	3.379595346	3.75425198	1.489214	6.758595	3.488965992	7.841558	1.127314	2.905224	5.113798	4.895741581	6.832113	2.849411	3.351913949	2.983011	0.8918384	8.427419	3.673802	3.402516	1.695586	3.468906	1.406235	3.037564	3.00219	7.571816	1.748055	4.688972	12.95666	1.985884	2.993853	4.350053529	2.243402	6.926510777	2.103613	6.880126924	4.753693636	1.858128	3.559120681	6.213011	2.123215145	6.359455	3.526494959	6.560117012	1.341186463	11.358313316	1.287485165	4.60719546	3.066972	6.620384	15.90756
