ID	TCGA-CV-6959-11A-01R-1915-07	TCGA-CV-6961-11A-01R-1915-07	TCGA-HD-8635-11A-01R-2403-07	TCGA-CV-7255-11A-01R-2016-07	TCGA-HD-A6HZ-11A-11R-A31N-07	TCGA-CV-7406-11A-01R-2081-07	TCGA-CV-6939-11A-01R-1915-07	TCGA-H7-A6C4-11A-21R-A466-07	TCGA-CV-7103-11A-01R-2016-07	TCGA-CV-6933-11A-01R-1915-07	TCGA-CV-6943-11A-01R-1915-07	TCGA-CV-7438-11A-01R-2132-07	TCGA-CV-6956-11A-01R-2016-07	TCGA-CV-7238-11A-01R-2016-07	TCGA-CV-6934-11A-01R-1915-07	TCGA-CV-7104-01A-11R-2016-07	TCGA-F7-A61W-01A-11R-A28V-07	TCGA-F7-A620-01A-11R-A28V-07	TCGA-C9-A47Z-01A-11R-A24H-07	TCGA-CV-7446-01A-11R-2232-07	TCGA-HD-7831-01A-11R-2132-07	TCGA-CV-5979-01A-11R-1686-07	TCGA-CV-6952-01A-11R-1915-07	TCGA-CV-7180-01A-11R-2016-07	TCGA-CV-A465-01A-11R-A266-07	TCGA-CV-6950-01A-11R-1915-07	TCGA-CN-6998-01A-23R-2016-07	TCGA-CR-6493-01A-11R-1873-07	TCGA-DQ-7591-01A-11R-2081-07	TCGA-WA-A7H4-01A-21R-A34R-07	TCGA-CQ-A4CE-01A-11R-A266-07	TCGA-CV-6961-01A-21R-1915-07	TCGA-CV-7438-01A-21R-2132-07	TCGA-BB-4225-01A-01R-1436-07	TCGA-C9-A480-01A-12R-A24H-07	TCGA-CN-A6UY-01A-12R-A34R-07	TCGA-CN-6017-01A-11R-1686-07	TCGA-BB-4228-01A-01R-1436-07	TCGA-CV-6959-01A-11R-1915-07	TCGA-F7-A50G-01A-11R-A266-07	TCGA-CV-6441-01A-11R-1686-07	TCGA-CR-6472-01A-11R-1873-07	TCGA-CN-4742-01A-02R-1514-07	TCGA-BA-4074-01A-01R-1436-07	TCGA-DQ-5631-01A-01R-1873-07	TCGA-BB-A6UO-01A-12R-A34R-07	TCGA-CV-6943-01A-11R-1915-07	TCGA-CV-6941-01A-11R-1915-07	TCGA-CR-5250-01A-01R-1514-07	TCGA-F7-A50J-01A-21R-A28V-07	TCGA-QK-A652-01A-11R-A30B-07	TCGA-CV-A6JO-01B-11R-A34R-07	TCGA-CV-A45P-01A-11R-A24H-07	TCGA-CV-5977-01A-11R-1686-07	TCGA-MT-A67A-01A-11R-A30B-07	TCGA-D6-A4Z9-01A-11R-A24Z-07	TCGA-D6-6825-01A-21R-1915-07	TCGA-CV-7406-01A-11R-2081-07	TCGA-CV-6939-01A-11R-1915-07	TCGA-P3-A5QE-01A-11R-A28V-07	TCGA-P3-A5QA-01A-11R-A28V-07	TCGA-CQ-6218-01A-11R-1915-07	TCGA-CR-6488-01A-12R-2081-07	TCGA-CN-5370-01A-01R-2016-07	TCGA-IQ-A61J-01A-11R-A30B-07	TCGA-CQ-5325-01A-01R-1686-07	TCGA-CQ-6229-01A-11R-1915-07	TCGA-UP-A6WW-01A-12R-A34R-07	TCGA-CN-A642-01A-12R-A30B-07	TCGA-CR-7394-01A-11R-2016-07	TCGA-CV-6003-01A-11R-1686-07	TCGA-CN-4736-01A-01R-1436-07	TCGA-CQ-7065-01A-11R-2081-07	TCGA-BA-A6DB-01A-11R-A30B-07	TCGA-CR-7397-01A-11R-2016-07	TCGA-CQ-5330-01A-01R-1686-07	TCGA-IQ-A6SH-01A-12R-A34R-07	TCGA-BA-A6DE-01A-22R-A31N-07	TCGA-CV-6433-01A-11R-1686-07	TCGA-CQ-A4CA-01A-11R-A24Z-07	TCGA-HD-8314-01A-11R-2403-07	TCGA-CV-6945-01A-11R-1915-07	TCGA-BA-4075-01A-01R-1436-07	TCGA-KU-A6H8-01A-21R-A34R-07	TCGA-UF-A7JS-01A-11R-A34R-07	TCGA-CQ-6219-01A-11R-1915-07	TCGA-MZ-A7D7-01A-21R-A34R-07	TCGA-QK-AA3K-01A-11R-A39I-07	TCGA-BB-4224-01A-01R-1436-07	TCGA-IQ-A6SG-01A-12R-A34R-07	TCGA-CN-4737-01A-01R-1436-07	TCGA-DQ-5624-01A-01R-1873-07	TCGA-CQ-6224-01A-11R-1915-07	TCGA-CR-7392-01A-11R-2016-07	TCGA-DQ-5625-01A-01R-1873-07	TCGA-CV-5973-01A-11R-1686-07	TCGA-CV-6933-01A-11R-1915-07	TCGA-CV-7236-01A-11R-2016-07	TCGA-IQ-A61H-01A-11R-A30B-07	TCGA-CV-6951-01A-11R-1915-07	TCGA-CN-4733-01A-02R-1873-07	TCGA-BA-7269-01A-11R-2016-07	TCGA-CN-6996-01A-11R-1915-07	TCGA-CV-7238-01A-11R-2016-07	TCGA-MT-A51X-01A-11R-A266-07	TCGA-CV-6954-01A-11R-1915-07	TCGA-CQ-A4CH-01A-11R-A266-07	TCGA-T2-A6WZ-01A-21R-A34R-07	TCGA-CV-6956-01A-21R-2016-07	TCGA-CQ-5333-01A-01R-2403-07	TCGA-CQ-7072-01A-21R-A30B-07	TCGA-IQ-A61E-01A-22R-A30B-07	TCGA-HD-8635-01A-11R-2403-07	TCGA-CV-A6JT-01A-11R-A31N-07	TCGA-CN-5367-01A-01R-1436-07	TCGA-CV-5971-01A-11R-1686-07	TCGA-BA-6871-01A-11R-1873-07	TCGA-CV-A45T-01A-11R-A24H-07	TCGA-F7-A61S-01A-11R-A28V-07	TCGA-CR-6477-01A-11R-1873-07	TCGA-CV-6436-01A-11R-1686-07	TCGA-CR-7372-01A-11R-2016-07	TCGA-D6-A4ZB-01A-11R-A24Z-07	TCGA-HD-8224-01A-11R-2403-07	TCGA-CR-7390-01A-11R-2016-07	TCGA-CV-5439-01A-01R-1686-07	TCGA-CQ-5327-01A-01R-1686-07	TCGA-CR-7393-01A-11R-2016-07	TCGA-CN-4725-01A-01R-1436-07	TCGA-CV-A45R-01A-11R-A24H-07	TCGA-H7-A6C4-01A-11R-A30B-07	TCGA-D6-6515-01A-21R-1873-07	TCGA-CV-5976-01A-11R-1686-07	TCGA-CV-7255-01A-11R-2016-07	TCGA-CX-7085-01A-21R-2016-07	TCGA-CN-6016-01A-11R-1686-07	TCGA-CN-6024-01A-11R-1686-07	TCGA-CR-7401-01A-11R-2016-07	TCGA-DQ-7592-01A-11R-2081-07	TCGA-4P-AA8J-01A-11R-A39I-07	TCGA-CV-5970-01A-11R-1686-07	TCGA-CV-7103-01A-21R-2016-07	TCGA-D6-8569-01A-11R-2403-07	TCGA-CQ-6222-01A-11R-1915-07	TCGA-CV-A6K0-01B-21R-A31N-07	TCGA-CN-A498-01A-11R-A24H-07	TCGA-HD-8634-01A-11R-2403-07	TCGA-HD-A6HZ-01A-12R-A31N-07	TCGA-CR-7382-01A-11R-2132-07	TCGA-BA-6873-01A-11R-1873-07	TCGA-BA-A6DG-01A-21R-A30B-07	TCGA-CN-6019-01A-11R-1686-07	TCGA-F7-A61V-01A-11R-A28V-07	TCGA-BA-4077-01B-01R-1436-07	TCGA-CN-A6V6-01A-12R-A34R-07	TCGA-CR-7391-01A-11R-2016-07	TCGA-CQ-5329-01A-01R-1686-07	TCGA-CQ-6221-01A-11R-2081-07	TCGA-DQ-5630-01A-01R-1873-07	TCGA-CV-6934-01A-11R-1915-07	TCGA-D6-6823-01A-11R-1915-07	TCGA-CV-A6JU-01A-11R-A31N-07
STK11	5.285212	4.670599	6.782741	7.431589	6.242032	5.692092	4.576779	6.242438	6.492865	3.231934	4.473828	5.53225	6.202269	5.073779	8.664434	4.987572	7.816794	8.991447	5.738609	6.111835	5.008944	7.35325	4.604027	7.944857	7.61992	6.221182	6.243294	9.251503	5.020753	9.104382	9.08011	3.126573	8.504998	12.41491	7.755235	13.83743	7.945087	9.726527	9.202866	8.091142	9.450744	7.990193	7.445082	2.09632	7.161719	4.638571	6.741114	7.416761	11.33158	5.296771	7.940626	10.42292	7.649471	16.29806	6.256881	10.02569	4.824598	9.794557	8.319389	8.952263	4.6893	5.938827	8.107041	4.749375	6.056658	8.83526	4.870986	8.973128	3.677546	5.290259	8.451218	5.485018	6.829269	6.64209	5.142762	6.991528	10.81801	10.81307	14.70737	9.760145	10.02614	7.053535	2.467814	10.05427	9.054389	5.913302	1.869706	8.765888	7.672581	7.374128	8.98611	5.513454	5.192266	6.003663	7.750719	7.695013	3.841913	5.730825	7.556689	6.578113	6.358676	3.936924	8.72403	10.46574	6.793191	6.335104	8.837595	16.04087	4.017935	10.58287	6.308575	4.479455	7.32195	12.56581	7.264116	9.53477	9.404167	7.054825	7.406268	4.830446	8.174239	7.770696	9.786127	9.815617	7.093802	6.180321	9.285785	6.146261	6.873542	9.146259	7.831726	7.003631	9.79873	7.02728	6.175157	6.219593	8.542928	7.502693	8.030139	7.445265	5.552712	7.634712	7.517729	7.586024	7.738158	7.821869	8.131649	4.647959	6.772197	6.371378	6.035904	5.736689	9.931324	5.695023	11.87727	5.747207	6.219763	6.420118	5.300661	6.485792	11.47158	13.94469
TBK1	4.30546	3.621273	5.302336	5.761647	1.124175	3.419163	2.998655	3.265975	3.911292	2.051274	5.254369	4.774418	3.696245	3.567705	4.788178	5.519117	6.387008	8.392065	6.598755	16.59441	3.912456	3.868196	6.154756	3.406595	7.987791	5.067744	4.706103	3.694124	8.194794	8.016344	7.919099	6.36392	6.595448	7.511023	7.808609	5.494571	5.492355	4.7626	6.122268	8.746259	5.775279	6.926087	6.394463	5.261469	8.101051	4.386961	5.885346	6.748273	6.890671	5.717644	7.912253	5.333352	4.727095	4.680706	6.194354	6.576667	8.921146	6.052308	8.783714	6.92966	5.567558	5.163825	5.030234	7.903187	6.245456	5.485438	7.518862	5.979007	5.840795	6.23023	4.278489	7.313758	6.778882	5.343729	4.470511	5.833392	6.560533	7.160419	7.845413	6.578569	6.575964	3.554327	4.520758	5.273795	0.814515	6.47726	9.662901	5.644912	6.428083	4.784554	5.245772	12.79223	5.815142	7.004807	7.52016	3.527954	3.881285	5.94986	12.64907	6.000629	5.913253	3.131828	8.21796	6.741886	4.216821	5.966358	9.138003	1.544709	5.587261	5.899877	5.133078	7.544191	6.07349	2.673296	4.568451	6.533645	6.687182	5.534283	6.52611	5.000124	2.273596	4.524365	7.117434	8.678816	7.673712	6.952356	5.213262	4.543994	7.215813	7.901879	5.392506	6.913937	5.108833	5.147473	5.019578	3.827781	6.737497	4.488061	8.521544	5.435875	4.843793	5.236254	7.378393	4.417804	6.66336	6.201996	5.345221	50.72075	7.888719	4.46231	5.793906	4.143662	6.401643	6.497863	10.46309	4.075932	4.616962	4.024384	7.848363	5.877414	4.807926	2.112079
TM9SF1	0.9132154	1.59724	2.018343	1.969062	0.636966	0.9138669	0.9102123	0.4493672	1.933992	2.497752	1.290593	1.562586	1.456919	1.829134	3.315943	2.770325	2.336511	1.958671	1.431335	2.511527	2.045466	2.980462	1.655084	1.136572	1.756191	6.148039	1.405727	1.87314	2.785566	3.338489	1.659093	3.389209	2.736875	4.073473	1.080797	1.728579	1.955518	5.406789	2.916906	0.9806397	2.422919	1.352843	2.011057	2.232813	3.309961	2.062357	2.756981	2.801678	3.14111	1.854327	1.971869	1.807959	1.270065	3.90274	0.7118092	1.608832	2.969978	2.03877	2.196851	2.586758	2.813578	1.688823	3.773289	2.253343	1.913535	3.679735	1.85875	2.449517	1.443389	1.660745	3.788847	2.313196	2.133217	1.253251	1.951833	2.514174	1.620658	2.570574	1.526269	1.283054	1.976978	2.393341	1.620768	1.158243	1.519696	2.010155	1.492252	3.254416	1.236689	3.245118	2.324716	4.329082	2.768664	2.74514	1.720271	1.998645	1.834287	2.576745	1.685239	2.375327	3.299249	1.400948	3.203688	3.445943	2.858678	2.001158	2.708873	2.034062	2.11059	1.516201	1.247801	2.919514	3.158897	1.405231	3.046094	1.850125	2.340753	1.6805	2.38728	2.062869	0.6432556	3.196033	3.235809	2.208681	2.39345	2.967387	1.93334	1.7417	2.110225	1.987389	1.267063	3.083436	4.00722	2.541074	2.415708	1.984266	3.033222	1.770316	3.502868	1.666308	4.508849	3.039624	1.995211	1.252287	2.948231	2.479687	2.498345	2.156143	2.916987	4.849493	2.909771	2.154439	1.780994	2.80313	1.836963	1.929628	2.899759	2.640375	1.516434	2.639432	4.164123	1.632776
TMEM74	0.2847251	0.1415402	0.3336062	0.08047812	0.04538367	0.04340852	0.1982513	0.04184078	0.3151513	0.06601897	0.2933408	0.102212	0.04973993	0.1794268	0.08827768	0.01233656	0	0.04842311	0.3393719	0.1178601	0.05762744	0	0.02181441	0.02182677	0.04405023	0.1399314	0.004224254	0.05128659	0.4836059	0.08497746	0.05455843	0.1077294	0.1303309	0.1392316	0.02518223	0.01634249	0.05059884	0.07501702	0.1094337	0.08171275	0	0.01458529	0.06251394	0.2525687	0.0181938	0.0250966	0.08481321	0.05710489	0.2510412	0.05657281	0.03453978	0.01346719	0.03870208	0	0.02133792	0.006842033	0.05694658	0.1061766	0.375008	0.3683307	0.3700721	0.01040432	0.01967165	0.05723906	0.08293661	0.03426218	0.01407297	0.7604626	0.01375201	0.06212202	0.03866785	0.05455751	0.01127676	0.07939785	0.1958299	0.05861913	0.01427873	0.05050525	0.2181249	0.1103863	0.03613116	0.03074796	0.2607732	0.108392	0.0421307	0.08558651	0.5125768	0.1458285	0.1095469	0.01045462	0.07192064	0.03491841	0.03535427	0.1000744	0.04337053	0	0.061645	0.2125135	0.02318571	0.06832671	0.06018506	0.08517966	0.0403331	0.1108708	0.06081026	0.03733646	0.05852395	0.02840886	0.06079776	0	0.1533619	0.0205043	0.06932979	0	0.08460625	0.08277619	0.484823	0.1676487	0.01868857	0.01072045	0.03689459	0.10242	0.02651332	0.0772839	0.07148031	0.03044316	0.006439532	0.1322409	0.02179487	0.0405975	0	0.09201145	0.005087919	0.01158144	0.04938121	0.0382054	0.1735451	0.07707269	0.02169974	0.04284496	0.006083026	0.07001638	0.02907783	0.1335851	0.279315	0.03915647	0.2093598	0.106001	0.08815935	0.05518804	0.1855314	0.06511304	0.1632433	0.0736156	0.1743778	0.1208838	0.214181	0.0661156	0.0372757	0.03772111	0.1928978	0.007091085
TNFSF10	30.2213	21.64037	67.96944	57.79103	23.47832	7.092953	23.64904	10.05155	22.67312	27.71194	24.87158	50.7672	45.20677	21.30296	57.32047	140.1552	115.5736	235.6481	147.038	264.4491	100.7093	50.19811	136.5162	22.41452	45.47795	124.0675	112.885	19.1656	77.87818	87.23891	30.8969	33.38311	159.8291	29.01714	71.65658	38.48165	83.54477	47.9488	53.01797	89.12525	49.2304	59.63225	52.48307	170.213	72.12048	70.76842	131.4904	81.16617	45.29597	84.79774	120.4488	112.0183	17.23248	143.0747	22.8464	77.32115	151.8531	81.97906	48.63393	62.57135	114.8661	110.2651	64.41325	99.5742	153.8477	138.1564	148.036	32.83127	118.836	50.55704	40.9736	131.0251	76.36261	98.07983	39.21756	118.0552	121.217	29.76546	142.6688	274.7535	41.97033	56.6482	33.96346	22.53751	40.2521	206.5384	128.93	180.8678	112.4816	15.40272	49.10341	166.7878	143.1848	73.07101	110.4643	63.48055	36.2533	180.1147	29.27119	77.78548	77.64562	30.65416	127.2395	190.8066	61.84886	45.51227	24.62818	81.32045	21.36005	161.3692	70.93605	166.6397	51.28689	128.2743	150.8097	44.48241	24.43457	90.7766	191.815	78.04819	21.91376	42.15239	75.86883	234.2297	25.10201	104.1739	51.54143	47.57083	30.80125	340.0612	100.9801	182.1263	99.82715	33.33259	20.95968	200.4805	16.09614	80.34809	145.7231	98.60485	177.8709	23.82594	143.3144	78.66046	125.8718	70.45824	54.36119	52.56906	94.43231	89.65151	151.1167	21.06019	33.60446	419.4434	102.0674	47.37528	70.14695	44.86994	438.1655	85.29714	24.1324	28.91275
TP53	19.05641	13.22014	16.97556	23.79475	7.231707	5.390006	5.537663	8.881395	20.83767	3.274531	17.57418	18.50089	19.25891	10.73896	19.77368	5.707982	7.35215	23.02674	9.451678	42.71362	9.877725	12.9069	15.87338	14.44384	8.399157	2.886631	1.108484	10.09252	34.17064	8.403118	2.068735	6.646598	5.452771	66.49863	16.26244	42.12567	10.68249	60.88327	3.27959	5.295842	12.24014	3.704713	3.623907	18.20577	12.39702	3.882863	20.46976	29.85701	49.34591	8.494804	20.79485	12.52621	7.293872	15.37857	11.43249	19.39446	3.979333	23.46903	36.67595	50.65767	13.29453	8.167752	10.64757	18.57312	7.322285	14.08295	3.343134	37.25761	25.57722	12.56498	4.138668	24.48986	7.006292	15.33297	26.93094	11.81975	2.259603	14.76253	40.53428	5.630755	30.47702	16.23449	4.431703	10.87544	18.09733	53.27528	2.856825	36.08921	2.862601	12.31851	9.142408	3.282953	11.19283	6.541599	3.689259	11.53445	4.602466	26.75184	3.287811	45.77964	26.99457	2.005715	25.12911	5.364879	2.53853	3.848017	15.15285	31.16874	1.950414	20.80501	17.86412	2.822649	9.178739	10.3237	38.10273	13.0904	12.13247	8.37207	14.82145	6.836963	12.81362	3.958954	24.86426	13.91073	2.359206	3.827392	13.92314	17.36271	11.244	18.66034	1.364184	24.02696	35.77296	3.002394	10.06147	15.73633	32.53987	7.297667	15.02067	9.132128	11.91624	6.996782	13.9995	9.895945	25.13424	5.757638	14.10715	13.97239	25.24602	33.90529	8.300466	13.29461	23.93489	23.70823	33.11963	13.33386	33.43379	33.25694	6.407466	17.86945	16.02574	1.943698
TP53INP2	12.98092	16.62026	13.04416	42.4135	26.09523	29.72253	23.86816	15.10678	17.20317	7.576028	40.46493	18.57758	17.59036	18.32837	28.34291	8.520499	4.297991	6.156973	6.060741	14.02727	11.29345	5.669805	15.11852	11.38678	19.93738	4.607505	8.821691	2.830669	4.100394	10.2266	22.38639	8.196686	6.554274	6.971433	6.92278	17.96512	24.27936	11.1196	33.61974	11.97772	8.332125	22.5689	15.89302	1.579825	7.745065	5.071965	19.06155	16.32416	18.42595	13.17104	22.83714	6.061942	45.95519	3.984301	16.15314	8.64108	10.50127	20.04195	20.17487	9.009692	9.461848	9.497495	17.09037	6.980876	13.26231	10.76337	34.04318	6.170618	2.418976	15.30842	17.47121	13.65765	8.532851	15.76518	27.46483	10.75272	9.210913	32.83956	13.43255	9.265834	16.31892	7.295105	2.296948	13.82694	4.061358	29.46868	4.708663	13.47415	4.561079	7.092647	26.56073	15.38209	9.565782	10.61826	12.70863	25.79623	7.238884	9.702825	6.915598	18.30589	13.40723	5.59744	8.607502	7.721646	12.75858	35.49232	8.637256	5.258085	16.42875	5.864702	6.140379	3.56252	10.71494	8.770563	3.832101	26.63566	4.939229	14.78462	6.70816	6.995786	8.42825	18.1612	10.50608	39.38907	17.24092	5.887334	31.91314	14.12204	9.743713	11.73147	15.34271	7.00063	14.75566	10.61011	50.32756	17.88187	39.93667	8.040247	10.65801	5.463541	14.93865	19.79251	10.70445	19.08105	9.698386	7.424949	9.523831	8.559407	9.181684	3.367292	10.98787	18.01328	17.22263	5.755655	14.48249	24.12481	5.135962	17.56081	12.5936	20.31866	6.590925	13.53476
TP63	28.96598	53.32588	56.7242	56.51494	8.850267	11.55207	8.212076	16.67564	49.61803	2.686443	40.58726	49.72628	35.32978	16.72049	23.64996	80.86708	119.4874	46.05685	126.6826	107.2787	44.52353	63.17929	75.76421	76.70996	93.16095	85.92974	92.37493	56.21984	36.71495	77.72311	58.68537	28.32368	39.01392	78.5796	65.14021	19.12484	27.70585	39.84086	154.0447	81.60047	72.38438	105.8926	54.33887	43.78686	80.41696	34.34175	48.86263	93.64177	60.35692	63.47196	66.85609	40.57217	59.70613	88.48512	62.46397	76.81034	68.92337	95.12844	40.73006	54.32894	40.46699	48.77901	69.39648	71.79181	72.2507	50.56888	57.51632	9.193411	38.09957	73.50683	65.23935	52.49145	105.2186	48.74389	40.85852	55.58009	49.61386	119.7933	38.0759	43.87455	71.21241	31.98346	53.80017	22.2371	9.71328	54.28961	96.13994	14.23207	92.97704	84.84088	70.78296	50.65973	79.33889	66.98478	75.15245	31.55098	121.5225	82.72546	211.6749	139.1164	57.01091	27.77835	105.4565	48.9161	60.38507	99.71811	63.5761	29.30915	104.4365	30.01485	98.55346	95.18154	62.97403	17.85794	97.03301	14.64575	51.22127	34.67255	71.3852	94.0571	33.00449	94.60414	54.66614	61.41429	90.26503	97.33987	43.36362	50.04537	223.3498	75.51822	43.66254	60.90549	55.69645	65.94227	45.38312	35.90659	74.20694	56.65304	86.76064	22.50652	120.9917	67.22807	98.17586	27.82643	63.81851	118.512	60.37109	64.11396	26.27044	69.29142	37.91822	66.43094	131.8928	45.55206	47.05267	49.66547	28.44401	3.032443	56.81505	55.59398	144.8983	15.20089
TP73	2.524272	2.767116	3.984594	5.145125	0.9942767	0.1523454	0.3885511	0.573134	4.8991	0.6840622	1.490524	3.787447	1.68067	0.8688	6.605258	6.696459	5.212511	2.095246	4.151369	4.634186	1.737492	4.187816	2.721335	1.739422	2.050593	4.616668	1.72513	3.585337	16.07939	4.880204	3.133258	3.883531	9.739511	30.13055	4.202016	18.84378	1.775804	5.390547	1.610748	5.451659	3.389731	1.774522	2.219544	0.7438395	2.814153	1.686834	5.05117	5.96626	21.47707	1.502421	3.817815	3.583479	3.416275	4.528564	2.223918	8.219594	3.737955	7.945019	12.98816	24.06963	0.9832907	1.677464	3.385009	3.437048	4.316941	3.551498	2.173165	17.94777	3.536413	3.544978	1.424049	7.163822	6.488171	2.127893	2.07969	3.562393	2.016638	12.01732	14.04546	4.548283	3.600493	1.270966	1.402078	1.739894	2.640585	5.026835	1.206098	2.782751	8.822258	2.990895	4.900803	1.431592	3.256119	4.962671	4.538687	3.706322	2.086678	2.612892	1.83128	0.5126253	4.752538	1.35625	10.18102	2.872334	2.138493	9.372979	1.695712	4.40506	2.301855	1.608344	4.608597	3.474498	5.622121	2.589729	4.22903	1.487241	4.235808	3.306314	2.178347	7.205607	2.008969	3.380503	4.293479	7.364402	3.347212	2.794741	1.049189	3.315569	2.770354	3.877181	1.116158	5.161843	4.010662	3.729571	1.725192	3.236994	2.288624	4.287524	5.520216	2.628243	2.683484	0.8148373	4.527345	2.137208	3.224236	8.334192	3.331589	2.855899	2.179355	4.664127	1.578512	0.5724518	5.198845	9.28528	8.347295	3.269118	4.880025	2.700074	2.566222	2.597956	9.335554	2.772226
TSC1	2.614886	1.268331	3.337268	2.549738	1.544667	2.476053	2.417062	1.814566	2.69798	1.597475	2.261259	2.147204	1.881154	2.372915	2.045774	1.441393	3.837627	2.588391	2.788552	2.35254	2.532246	2.694201	3.645859	2.511149	4.716597	4.430942	3.179618	2.936176	3.895066	4.302727	3.074438	2.55041	2.73658	1.951786	3.393662	2.50718	3.691587	3.894311	3.296122	3.170555	3.524853	3.181752	1.655544	1.784976	2.988194	1.991269	2.227513	2.692041	5.670318	1.801745	3.888544	2.742377	2.765578	3.320637	2.63247	3.743854	3.821887	2.437965	4.501723	3.805989	3.441148	1.916318	3.471896	3.820299	3.716169	3.142856	3.754253	4.221461	4.449064	3.014087	2.317086	3.128716	2.353617	2.337056	2.625076	3.918581	2.068295	3.735257	4.544126	1.88369	6.817382	1.435538	2.180527	3.872219	2.18099	3.774685	2.031949	5.693601	6.685877	3.051496	3.970498	2.387085	2.175706	3.436193	2.629684	1.776413	2.537188	4.169285	3.910379	2.964299	3.271394	1.239845	5.881824	4.592652	2.496808	2.733926	4.215045	2.370904	3.961127	2.072749	4.29692	2.876829	3.313127	1.489554	4.319455	3.416296	2.387203	2.080944	2.948479	3.645673	1.583534	2.044433	3.917457	5.185114	3.530617	4.745548	2.504849	3.270123	4.452725	2.694788	2.065037	3.009816	3.204958	4.304354	3.087304	2.674634	3.563726	2.072078	4.064164	2.579472	3.55456	3.671494	5.939521	2.547517	3.997052	3.029167	3.504617	2.943697	3.651012	3.262776	3.31683	2.515966	2.675203	2.788706	4.419838	2.885782	2.648579	2.826062	1.899002	2.619196	4.258007	1.727019
TSC2	4.948985	3.766714	5.992584	8.254999	4.464418	5.134814	7.923928	4.414109	6.199011	7.53188	5.078821	4.656612	5.272084	6.783805	8.77718	7.678665	6.830538	5.307889	5.658326	3.705307	7.636727	6.302996	4.98875	4.833473	4.613665	4.752285	6.703319	7.791163	14.26835	9.518919	6.143229	6.743401	6.113937	33.59988	6.964148	27.25661	7.921576	15.19559	6.52726	8.751574	4.974078	8.416145	5.219934	2.021754	4.350903	4.971079	6.059938	7.890271	24.69112	4.133447	5.679956	4.422887	5.273101	4.114665	4.396772	7.816463	6.037201	5.452368	12.85069	11.56986	3.539151	5.399337	7.077597	6.890151	6.968499	5.072944	4.723166	15.94873	4.592915	6.242416	3.584062	6.642997	4.857298	4.974838	5.015454	6.198052	4.556429	5.423716	13.68588	5.227956	9.288702	6.546544	2.631016	7.099976	5.115359	4.998009	1.715558	6.434942	5.411121	5.296975	9.791753	7.724673	5.540276	7.911005	6.530008	4.894335	10.11986	6.929809	3.213002	7.242382	6.504309	3.429739	7.442167	6.856491	4.882039	5.56596	8.485202	4.269981	5.784543	5.289049	11.60088	3.851036	7.275127	5.228705	7.103899	7.974892	13.38246	5.195808	4.051503	5.857374	2.365703	6.592838	7.84211	7.677437	6.001345	6.621836	5.245936	7.254805	6.552864	6.807412	4.381424	6.853874	7.502588	12.1103	4.65326	8.649909	5.317691	7.019952	6.756669	5.595193	5.737628	6.669547	6.777708	5.279928	6.358769	5.865137	5.867478	5.089147	7.206949	7.676338	4.730179	7.093502	6.687856	6.701702	13.9537	6.482365	5.691569	5.769779	4.313731	5.809201	10.2534	6.103255
TUSC1	5.432564	11.24239	10.08621	7.882267	6.12439	5.538331	4.199145	7.36804	9.061811	6.452872	4.082311	7.602758	9.793168	6.022756	6.078455	5.310006	6.070695	23.12189	15.1387	26.17172	7.382768	10.49361	19.00082	6.120431	6.528965	1.138994	8.190959	13.30265	16.45588	29.61539	6.779234	16.4915	18.8734	22.92081	6.081574	31.60839	4.244693	18.66898	12.54453	15.86727	7.215984	7.239036	7.81411	3.057631	1.336648	24.20839	9.597904	2.209759	16.63779	12.74749	14.89918	6.995645	12.28133	33.01372	6.417147	8.662344	10.29959	14.05281	26.66103	14.26941	12.12087	8.963918	8.315543	13.77245	8.280869	7.637911	12.14112	6.280381	13.38099	8.473389	17.79772	5.311957	9.810447	8.371226	5.932515	13.67823	10.78047	6.325758	33.56898	17.32283	6.978081	12.94739	5.656895	5.947117	7.403341	10.43968	6.984445	24.15529	4.156525	10.3851	6.334341	9.136647	10.4899	6.394079	27.40138	16.65635	5.037586	6.286101	7.660922	6.549048	8.670278	8.189203	21.26238	7.197152	7.180688	5.090791	9.481716	12.88518	3.684318	17.14593	2.588848	25.00117	9.647458	17.01047	8.00698	9.250353	18.62885	17.43141	12.48537	9.687204	12.31125	7.82185	13.1716	1.679512	3.777475	4.660954	8.730584	4.855371	11.63016	16.6395	11.96197	21.07609	6.170478	4.367946	10.03039	9.302586	3.334363	7.954843	5.190342	13.28762	1.722795	8.288036	8.439076	2.076505	14.50026	16.13122	8.947298	6.44013	3.708106	20.87868	9.122268	4.57472	13.94056	12.39582	17.34563	7.747874	14.7143	0.7879259	9.067505	8.705161	1.122087	5.816089
